date,time,temperature,visibility,pressure,humidity,gusts_wind,wind_speed,wind_dir,total_cloud,low_cloud,medium_cloud,high_cloud,sort_prep
2023-07-18,14,18.175927734375023,84.57043627929687,4.0,3.0,10.30764091014862,5.120329337400405,E,7.0,0.0,7.0,7.0,0.0
2023-07-18,15,19.213281250000023,87.13401025390625,4.0,3.0,9.916302263736725,4.961111443515346,E,7.0,7.0,7.0,0.0,0.0
2023-07-18,16,18.970605468750023,85.623921875,4.0,3.0,10.261422395706177,4.328932930548202,E,8.0,0.0,8.0,0.0,0.0
2023-07-18,17,17.707421875000023,73.06091967773438,4.0,4.0,7.03978705406189,3.919112945723331,E,7.0,0.0,7.0,0.0,3.0
2023-07-18,18,17.937402343750023,87.9610751953125,4.0,4.0,5.46875,2.752115627788765,E,8.0,0.0,8.0,0.0,0.0
2023-07-18,19,17.457421875000023,80.6519150390625,4.0,4.0,4.3359375,2.219950243549789,E,8.0,0.0,8.0,0.0,0.0
2023-07-18,20,16.615380859375023,98.24309008789062,4.0,4.0,4.581030368804932,2.441227617968664,SE,8.0,0.0,7.0,0.0,3.0
2023-07-18,21,14.392968750000025,61.704,4.0,6.0,4.476548925042152,2.098129137723997,S,8.0,0.0,8.0,0.0,3.0
2023-07-18,22,14.022363281250025,99.99529736328124,4.0,6.0,1.5512092597782612,1.8286541967590144,NE,7.0,0.0,7.0,0.0,0.0
2023-07-18,23,13.716699218750025,100.00637020874024,4.0,6.0,1.889474470168352,1.5059195006340418,NE,6.0,6.0,6.0,0.0,0.0
2023-07-19,0,13.759423828125025,97.4909833984375,4.0,5.0,5.532857272773981,2.6055350422824657,NE,4.0,0.0,3.0,0.0,0.0
2023-07-19,1,13.319726562500025,90.82905493164064,4.0,5.0,6.249966025352478,2.467684143987096,NE,8.0,0.0,7.0,3.0,0.0
2023-07-19,2,12.852197265625025,89.188,4.0,5.0,3.322293095290661,1.6838835891874784,NE,3.0,0.0,0.0,3.0,0.0
2023-07-19,3,12.183984375000025,84.72425286865234,4.0,6.0,3.4296875,1.5855919863603918,NE,1.0,0.0,1.0,0.0,0.0
2023-07-19,4,11.806298828125025,96.26199029541016,4.0,6.0,3.3546417020261288,1.776386237186146,NE,2.0,0.0,2.0,0.0,0.0
2023-07-19,5,11.854638671875025,93.49922290039062,4.0,6.0,2.570254158228636,1.614698428967876,NE,8.0,0.0,8.0,0.0,0.0
2023-07-19,6,12.831933593750025,87.492,4.0,5.0,3.357654102146625,1.6336961883132588,NE,6.0,0.0,5.0,5.0,0.0
2023-07-19,7,13.765771484375025,80.836,4.0,5.0,4.57650800421834,2.263701410459869,NE,6.0,6.0,6.0,6.0,0.0
2023-07-19,8,14.495019531250025,76.25132788085938,4.0,5.0,4.7136679627001286,2.306899583589406,E,8.0,8.0,8.0,8.0,0.0
2023-07-19,9,15.826562500000025,77.44565258789062,4.0,5.0,4.009861163794994,2.0598863107923644,NE,5.0,6.0,6.0,0.0,0.0
2023-07-19,10,16.764062500000023,81.36559204101563,3.0,4.0,4.176112174987793,2.148979775650647,NE,3.0,4.0,4.0,0.0,0.0
2023-07-19,11,17.714746093750023,81.86,3.0,4.0,5.22109454870224,3.014828224078608,NE,5.0,6.0,6.0,0.0,0.0
2023-07-19,12,18.175439453125023,75.41454638671875,3.0,4.0,5.8359375,2.981924781849328,E,8.0,8.0,8.0,8.0,0.0
2023-07-19,13,18.865869140625023,82.54725024414063,3.0,3.0,5.93157684803009,2.6552226635096985,E,8.0,8.0,8.0,8.0,0.0
2023-07-19,14,19.912988281250023,82.788,3.0,3.0,5.103012561798096,2.2357155904915778,E,5.0,0.0,0.0,5.0,0.0
2023-07-19,15,19.830957031250023,67.33599951171875,3.0,3.0,7.412262558937073,3.153702924847174,E,7.0,0.0,0.0,7.0,0.0
2023-07-19,16,17.597314453125023,75.70764477539062,3.0,3.0,3.691610336303711,3.673932278099619,E,8.0,0.0,8.0,8.0,3.0
2023-07-19,17,18.205712890625023,82.04481422424317,3.0,3.0,10.930485963821411,4.31859276906375,E,7.0,0.0,8.0,8.0,3.0
2023-07-19,18,17.753808593750023,83.56262890625,3.0,4.0,8.767351686954498,1.6355752906199317,E,7.0,0.0,7.0,7.0,0.0
2023-07-19,19,16.255273437500023,81.05503881835938,3.0,4.0,6.484375,1.385591045041933,E,8.0,8.0,8.0,8.0,0.0
2023-07-19,20,15.846582031250025,86.02228369140624,3.0,4.0,2.0080759525299072,0.9109919539366488,N,8.0,0.0,2.0,8.0,0.0
2023-07-19,21,14.855126953125025,83.36799951171875,3.0,5.0,2.036789830774069,0.216655424755735,S,8.0,0.0,8.0,8.0,0.0
2023-07-19,22,14.118798828125025,82.20108959960938,3.0,5.0,2.739428162574768,0.4795956892797418,NE,8.0,0.0,2.0,8.0,0.0
2023-07-19,23,13.683740234375025,99.998697265625,3.0,5.0,1.7739744894206524,1.8683915540263043,NE,8.0,8.0,8.0,0.0,0.0
2023-07-20,0,13.326318359375025,98.87727270507813,3.0,5.0,2.2123203836381435,2.073931858100408,NE,8.0,8.0,8.0,0.0,0.0
2023-07-20,1,13.830224609375025,89.76965795898437,3.0,5.0,2.724769279360771,2.2795692238978056,NE,8.0,8.0,8.0,0.0,0.0
2023-07-20,2,13.755029296875025,91.26208610534668,3.0,5.0,2.6291924715042114,2.348585563962645,NE,8.0,8.0,8.0,0.0,3.0
2023-07-20,3,13.201318359375025,90.7080746307373,3.0,5.0,3.0439506955444813,2.0480708243930965,NE,8.0,0.0,8.0,0.0,0.0
2023-07-20,4,12.711572265625025,93.47632011413576,3.0,6.0,2.6247655376791954,1.642071830706448,NE,6.0,0.0,7.0,0.0,0.0
2023-07-20,5,12.056787109375025,90.03180307006836,3.0,6.0,1.713092803955078,1.839802731791503,NE,3.0,3.0,3.0,0.0,0.0
2023-07-20,6,12.926904296875025,92.5683575592041,3.0,6.0,2.898430071771145,2.1995227722391264,NE,0.0,1.0,1.0,0.0,0.0
2023-07-20,7,14.075341796875025,79.89761352539062,3.0,5.0,3.734723161906004,2.635387730664589,NE,1.0,1.0,0.0,0.0,0.0
2023-07-20,8,15.027246093750025,75.95621728515626,3.0,5.0,4.98318213224411,2.849126008876861,NE,3.0,3.0,0.0,0.0,0.0
2023-07-20,9,15.845117187500025,80.03999951171875,3.0,5.0,5.125882387161255,2.7648171049636003,NE,3.0,3.0,0.0,0.0,0.0
2023-07-20,10,17.053857421875023,82.45225341796875,3.0,4.0,5.941002368927002,3.310642096157355,NE,5.0,5.0,0.0,0.0,0.0
2023-07-20,11,17.202539062500023,82.7559501953125,3.0,4.0,6.444883346557617,3.448230880408289,NE,3.0,3.0,3.0,0.0,0.0
2023-07-20,12,17.846826171875023,81.73599951171875,3.0,4.0,6.426852226257324,2.8514283626475363,NE,7.0,7.0,7.0,0.0,3.0
2023-07-20,13,18.995263671875023,84.55385473632812,3.0,3.0,6.839116334915161,2.807736006023163,NE,7.0,7.0,7.0,0.0,0.0
2023-07-20,14,19.146386718750023,28.507415283203127,3.0,3.0,4.989972710609436,2.2029005679151368,NE,8.0,8.0,8.0,0.0,0.0
2023-07-20,15,18.796533203125023,90.24828662109375,3.0,3.0,7.220096349716186,3.1343689560779926,NE,5.0,0.0,6.0,0.0,0.0
2023-07-20,16,19.341943359375023,90.24360571289064,3.0,3.0,5.9779515862464905,3.315701586367325,NE,7.0,0.0,7.0,0.0,0.0
2023-07-20,17,18.356591796875023,84.76375756835938,3.0,3.0,7.167254745960236,2.362098182682495,E,8.0,8.0,8.0,0.0,0.0
