date,time,temperature,visibility,pressure,humidity,gusts_wind,u_wind,v_wind,prep_1h,snow_1h,gradient_snow,total_cloud,low_cloud,medium_cloud,high_cloud,type_prep,sort_prep
2023-11-06,20,279.01171875,72260.0,99496.75,0.940605640411377,1.3282694220542908,0.0440502166748046,-0.7337932586669922,0.0,0.0,-9.0,0.99462890625,0.99658203125,0.56640625,0.0,-9.0,0.0
2023-11-06,21,278.7880859375,35556.0,99537.8125,0.9483816027641296,1.5986078679561615,0.3761548995971679,-1.425821304321289,0.0,0.0,-9.0,0.97216796875,0.9677734375,0.96923828125,0.96923828125,-9.0,0.0
2023-11-06,22,278.65478515625,26916.0,99580.0625,0.9458584189414978,1.7125396765768528,-0.5859527587890625,-1.3655853271484375,0.0,0.0,-9.0,1.0,0.98193359375,0.982421875,0.982421875,-9.0,0.0
2023-11-06,23,278.404541015625,24644.0,99614.375,0.9543727040290833,1.815988328307867,-0.3401517868041992,-0.5881690979003906,0.0,0.0,-9.0,0.984375,0.9609375,0.96240234375,0.96240234375,-9.0,0.0
2023-11-07,0,278.23779296875,73712.27508544922,99650.375,0.97048157453537,0.4536025524139404,0.2426586151123047,0.0428400039672851,0.0,0.0,-9.0,0.998046875,1.0,0.99951171875,0.99951171875,-9.0,0.0
2023-11-07,1,278.388427734375,70180.0,99687.375,0.961075484752655,1.1842661052942276,-0.3307933807373047,-1.2535381317138672,0.0,0.0,-9.0,1.0,1.0,0.99951171875,0.99951171875,-9.0,0.0
2023-11-07,2,278.27294921875,23096.10757446289,99693.8125,0.9596478343009948,2.3176137804985046,-0.6736888885498047,-0.5590057373046875,0.08203125,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0
2023-11-07,3,278.290771484375,12836.0,99711.125,0.9907947182655334,1.7555758394300938,-0.7661991119384766,-0.7991161346435547,0.1220703125,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0
2023-11-07,4,278.304443359375,11463.790985107422,99716.625,0.9958468675613404,2.540815055370331,-1.102473258972168,0.1201601028442382,0.20703125,0.0,0.0,1.0,0.99951171875,0.998046875,0.998046875,1.0,3.0
2023-11-07,5,278.243408203125,4726.058731079102,99727.75,0.9964131712913512,4.362481348216534,-1.4986209869384766,-0.7022647857666016,0.162109375,0.0,0.0,1.0,0.99951171875,0.998046875,0.0,1.0,4.0
2023-11-07,6,278.072021484375,7485.912414550781,99758.6875,0.9921299815177916,3.626596748828888,-1.8524885177612305,-0.4068832397460937,0.2412109375,0.0,0.0,1.0,0.99658203125,0.99951171875,0.0,1.0,3.0
2023-11-07,7,278.24560546875,5561.535202026367,99793.875,0.9870722889900208,3.2890625,-1.3294591903686523,0.0804920196533203,0.0,0.0,-9.0,1.0,0.998046875,0.99658203125,0.0,-9.0,0.0
2023-11-07,8,278.4736328125,12014.082977294922,99835.375,0.9877837896347046,3.938188552856445,-1.290082931518555,0.2348823547363281,0.1279296875,0.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0
2023-11-07,9,278.7119140625,18635.737182617188,99871.75,0.9873794913291932,3.6250017285346985,-1.1123056411743164,0.4026203155517578,0.0634765625,0.0,0.0,0.99853515625,1.0,0.99951171875,0.0,1.0,3.0
2023-11-07,10,279.201416015625,27268.599487304688,99908.5625,0.9952277541160583,3.166118085384369,-1.2165584564208984,0.5795707702636719,0.0,0.0,-9.0,0.9951171875,0.9970703125,0.9912109375,0.9912109375,-9.0,0.0
2023-11-07,11,279.30322265625,13162.923904418943,99930.3125,0.9890711307525636,3.447848677635193,-0.7366771697998047,0.5281143188476562,0.0,0.0,-9.0,0.99560546875,0.99609375,0.990234375,0.0,-9.0,0.0
2023-11-07,12,279.4794921875,8221.172973632812,99956.125,0.9850032925605774,2.778649926185608,-0.2519693374633789,0.4956245422363281,0.0,0.0,-9.0,0.99951171875,1.0,0.99853515625,0.99853515625,-9.0,0.0
2023-11-07,13,279.542724609375,4740.0,99985.75,0.9817591309547424,2.0390625,0.2379846572875976,0.6910476684570312,0.0,0.0,-9.0,0.97509765625,0.98193359375,0.97998046875,0.97998046875,-9.0,0.0
2023-11-07,14,279.325927734375,18833.018447875977,100010.9375,0.9709151983261108,2.734375,0.5851716995239258,1.0491838455200195,0.0,0.0,-9.0,1.0,1.0,1.0,0.0,-9.0,0.0
2023-11-07,15,279.0791015625,61313.24934387207,100047.6875,0.9970523118972778,1.320723533630371,0.4036445617675781,0.3442029953002929,0.0,0.0,-9.0,0.99169921875,0.994140625,0.99365234375,0.0,-9.0,0.0
2023-11-07,16,278.71142578125,6321.474060058594,100075.3125,0.978075921535492,2.3951325304806232,0.8662128448486328,0.9252185821533204,0.03515625,0.0,-9.0,0.9892578125,0.99169921875,0.0,0.0,-9.0,0.0
2023-11-07,17,278.521728515625,57124.0,100107.0625,0.9655421376228333,1.5721558332443235,0.2873487472534179,0.8731708526611328,0.0,0.0,-9.0,0.9853515625,0.98828125,0.0,0.0,-9.0,0.0
2023-11-07,18,278.3818359375,49197.49864196777,100137.0,0.9790181517601012,1.060993619263172,0.137002944946289,0.9238071441650392,0.0,0.0,-9.0,0.98876953125,0.98779296875,0.0,0.0,-9.0,0.0
2023-11-07,19,278.337158203125,54596.0,100168.9375,0.9818446040153505,1.453125,0.4173793792724609,0.8238010406494141,0.0,0.0,-9.0,1.0,1.0,0.0,0.0,-9.0,0.0
2023-11-07,20,278.321044921875,68995.2329711914,100189.375,0.9617043733596802,1.994611382484436,0.759556770324707,0.480168342590332,0.0,0.0,-9.0,1.0,1.0,0.0,0.0,-9.0,0.0
2023-11-07,21,278.23828125,91245.15264892578,100198.625,0.9509826898574828,1.3241950497031212,0.3479461669921875,0.7732534408569336,0.0,0.0,-9.0,1.0,1.0,0.0,0.0,-9.0,0.0
2023-11-07,22,278.005126953125,80631.45254516602,100224.3125,0.9707894921302797,1.259474515914917,0.7656707763671875,0.8424844741821289,0.0,0.0,-9.0,0.99853515625,1.0,0.0,0.0,-9.0,0.0
2023-11-07,23,277.625,65393.22508239746,100237.875,0.9766451716423036,0.767837218940258,0.1280040740966797,0.5880146026611328,0.0,0.0,-9.0,0.9755859375,0.9951171875,0.0,0.0,-9.0,0.0
2023-11-08,0,277.460205078125,57206.64376831055,100248.375,0.9868876934051514,1.203125,-1.0731201171875,0.4824399948120117,0.0,0.0,-9.0,0.7880859375,0.7841796875,0.0,0.0,-9.0,0.0
2023-11-08,1,277.31640625,58288.07778930664,100251.75,0.9889091849327089,0.8637277483940125,0.0224390029907226,-0.1595621109008789,0.0,0.0,-9.0,0.732421875,0.72314453125,0.0,0.0,-9.0,0.0
2023-11-08,2,276.79541015625,45961.297286987305,100248.875,0.9958038330078124,1.1925987601280212,-0.4648103713989258,0.6459836959838867,0.0,0.0,-9.0,0.990234375,0.9931640625,0.0,0.0,-9.0,0.0
2023-11-08,3,276.42529296875,80358.58215332031,100247.75,0.994817078113556,1.872329294681549,-1.166656494140625,0.6698083877563477,0.0,0.0,-9.0,0.9404296875,0.916015625,0.9228515625,0.0,-9.0,0.0
2023-11-08,4,276.7666015625,80098.81188964844,100239.0,0.9869248270988464,1.2206384539604187,-1.1346893310546875,-0.0642051696777343,0.0,0.0,-9.0,0.9970703125,0.99072265625,0.99072265625,0.0,-9.0,0.0
2023-11-08,5,277.017578125,86426.21701049805,100242.375,0.9718271493911744,1.6882310882210732,-1.1845312118530271,-0.5830898284912109,0.0,0.0,-9.0,1.0,1.0,0.99755859375,0.0,-9.0,0.0
2023-11-08,6,277.28759765625,77290.64567565918,100254.9375,0.9604243636131288,1.9235819876194,-1.5368871688842771,-0.8259906768798828,0.0,0.0,-9.0,1.0,1.0,0.99951171875,0.99951171875,-9.0,0.0
2023-11-08,7,277.325439453125,83188.43745422363,100253.8125,0.9637592434883118,2.5204020738601685,-1.7366952896118164,-0.3807563781738281,0.126953125,0.0,0.0,1.0,0.9970703125,0.99951171875,0.99951171875,1.0,3.0
2023-11-08,8,277.675537109375,76563.26298522949,100263.3125,0.9530417323112488,2.707159299403429,-2.076343536376953,-0.4118785858154297,0.103515625,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0
2023-11-08,9,277.790771484375,9610.140197753906,100255.1875,0.960292100906372,3.8841318488121033,-2.175179481506348,-0.7203025817871094,0.5849609375,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0
2023-11-08,10,277.712158203125,9610.981552124023,100241.5625,0.9682719111442566,4.3125,-2.360780715942383,-0.159616470336914,1.080078125,0.0,0.0,1.0,1.0,0.99951171875,0.99951171875,1.0,3.0
2023-11-08,11,277.756103515625,11019.633071899414,100213.3125,0.9787608981132508,5.298446774482727,-2.755885124206543,-0.7379474639892578,1.4482421875,0.0,0.0,0.99951171875,1.0,0.99951171875,0.99951171875,1.0,3.0
2023-11-08,12,278.11572265625,20475.14060974121,100196.75,0.9742842316627502,5.186656296253204,-2.5399179458618164,-0.7179050445556641,0.8173828125,0.0,0.0,0.99755859375,0.9990234375,0.9970703125,0.9970703125,1.0,3.0
2023-11-08,13,278.442626953125,12396.130111694336,100199.75,0.9766998291015624,4.874911151826382,-2.236907958984375,-0.0227365493774414,0.5048828125,0.0,0.0,0.984375,0.97412109375,0.97998046875,0.97998046875,1.0,3.0
2023-11-08,14,278.48681640625,27556.0,100212.5,0.9749407768249512,3.973798092454672,-1.0565557479858398,-0.9715757369995116,0.5869140625,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0
2023-11-08,15,278.413330078125,5540.0,100208.1875,0.9784606695175172,3.628826128086075,-1.0056037902832031,-1.1359367370605469,0.265625,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0
2023-11-08,16,278.202880859375,15856.687362670898,100200.5625,0.9814025163650512,3.6959738694131374,-0.5300979614257812,-1.1880826950073242,0.0703125,0.0,0.0,0.98046875,0.98193359375,0.98291015625,0.0,1.0,3.0
2023-11-08,17,278.126708984375,30820.0,100211.3125,0.9768474102020264,2.53398310020566,0.4770164489746094,-1.1283893585205078,0.0,0.0,-9.0,1.0,1.0,0.21435546875,0.0,-9.0,0.0
2023-11-08,18,278.105712890625,15300.0,100266.0,0.9762319922447203,1.4857902489602566,0.6397838592529297,-0.8853139877319336,0.0,0.0,-9.0,1.0,0.99853515625,0.0,0.0,-9.0,0.0
2023-11-08,19,277.958251953125,11972.0,100301.9375,0.9762245416641236,1.8848800659179688,1.1495704650878906,-1.5355024337768557,0.0,0.0,-9.0,0.96923828125,0.97265625,0.0,0.0,-9.0,0.0
2023-11-08,20,277.7939453125,3664.420211791992,100317.375,0.9767585396766664,3.500389758497477,-0.2604637145996094,-1.555742263793945,0.0,0.0,-9.0,0.921875,0.91357421875,0.0,0.0,-9.0,0.0
2023-11-08,21,277.471435546875,14948.0,100336.8125,0.962332010269165,2.284900724887848,-0.34564208984375,-1.625408172607422,0.0,0.0,-9.0,1.0,1.0,0.0,0.0,-9.0,0.0
2023-11-08,22,277.295166015625,41063.13171386719,100361.125,0.965895175933838,2.046875,-0.1876068115234375,-1.7863216400146484,0.0,0.0,-9.0,1.0,1.0,0.0,0.0,-9.0,0.0
2023-11-08,23,277.1005859375,24198.65168762207,100380.3125,0.9650489687919616,1.5078125,-0.092071533203125,-1.1873788833618164,0.0,0.0,-9.0,1.0,1.0,0.0,0.0,-9.0,0.0
2023-11-09,0,277.022705078125,11512.172653198242,100395.25,0.9655293226242064,1.3934520296752453,0.067840576171875,-1.2086591720581057,0.0,0.0,-9.0,0.9580078125,0.9560546875,0.0,0.0,-9.0,0.0
2023-11-09,1,276.984130859375,26091.44375610352,100414.1875,0.9793936014175416,1.5836944878101349,-0.126739501953125,-1.6428585052490234,0.0,0.0,-9.0,0.9892578125,0.9951171875,0.0,0.0,-9.0,0.0
2023-11-09,2,276.893798828125,30402.21119689941,100386.0625,0.989282488822937,1.4331081695854664,-0.1503753662109375,-1.3883905410766602,0.0,0.0,-9.0,0.87890625,0.85888671875,0.0,0.0,-9.0,0.0
2023-11-09,3,276.75048828125,14091.32487487793,100377.375,1.0000461339950562,1.3511114940047264,-0.1610107421875,-0.2954654693603515,0.0,0.0,-9.0,0.9033203125,0.89697265625,0.89306640625,0.0,-9.0,0.0
2023-11-09,4,276.71923828125,27972.0,100392.5625,0.9999502897262572,2.03125,-0.2081146240234375,0.1255388259887695,0.0,0.0,-9.0,0.98486328125,0.9892578125,0.98095703125,0.98095703125,-9.0,0.0
2023-11-09,5,276.446533203125,12716.530410766602,100377.5625,1.0000044703483582,1.5152687914669514,-0.11480712890625,0.4544801712036133,0.0,0.0,-9.0,1.0,1.0,0.99853515625,0.99853515625,-9.0,0.0
2023-11-09,6,275.790283203125,18973.343368530277,100386.8125,0.999910533428192,1.0375273153185844,0.0641632080078125,0.1580095291137695,0.0,0.0,-9.0,0.962890625,0.9609375,0.9609375,0.9609375,-9.0,0.0
2023-11-09,7,275.835693359375,25983.22416687012,100394.625,1.0000611543655396,1.7495418600738049,-0.552978515625,-0.1747655868530273,0.0,0.0,-9.0,1.0,1.0,1.0,1.0,-9.0,0.0
2023-11-09,8,276.323486328125,36634.47392272949,100400.875,0.9999464154243468,2.4490740299224854,-1.2078485488891602,0.5948295593261719,0.0,0.0,-9.0,1.0,1.0,1.0,1.0,-9.0,0.0
2023-11-09,9,276.925048828125,51684.0,100406.6875,0.9965609908103944,2.40625,-1.756422996520996,0.7356586456298828,0.0,0.0,-9.0,0.99951171875,1.0,1.0,1.0,-9.0,0.0
2023-11-09,10,277.51806640625,63360.17425537109,100384.625,0.9747714996337892,3.849057912826538,-2.4875268936157227,0.6916894912719727,0.0,0.0,-9.0,0.9990234375,0.99951171875,0.9990234375,0.9990234375,-9.0,0.0
2023-11-09,11,277.78271484375,24407.698120117188,100342.1875,0.9708640575408936,3.421633720397949,-2.425823211669922,0.3208627700805664,0.2109375,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0
2023-11-09,12,278.093994140625,35352.33808898926,100273.375,0.9716715216636658,4.839930102229118,-2.885292053222656,0.4879617691040039,0.26953125,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0
2023-11-09,13,278.560546875,25882.320220947266,100191.8125,0.9748730659484864,5.65625,-3.5878047943115234,0.715968132019043,0.43359375,0.0,0.0,0.99951171875,0.99951171875,0.99951171875,0.99951171875,1.0,3.0
2023-11-09,14,279.1083984375,12550.949661254885,100129.0,0.9833614230155944,5.450850605964661,-3.58254623413086,0.8834714889526367,0.26953125,0.0,0.0,0.99853515625,0.99853515625,0.998046875,0.998046875,1.0,3.0
2023-11-09,15,279.570068359375,12062.412857055664,100066.3125,0.9887624382972716,5.3984375,-3.198253631591797,1.317418098449707,0.216796875,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0
2023-11-09,16,279.990478515625,12133.764923095703,100007.0,0.9827319383621216,3.6834951043128967,-3.114190101623535,1.3590688705444336,0.849609375,0.0,0.0,0.99853515625,0.9990234375,0.99853515625,0.99853515625,1.0,3.0
2023-11-09,17,280.22900390625,7328.300872802734,99950.9375,0.9760925769805908,6.046875,-3.107217788696289,1.3463382720947266,0.892578125,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0
2023-11-09,18,280.228759765625,12884.109100341797,99875.0625,0.9721311330795288,6.401139140129089,-3.277644157409668,2.359898567199707,0.53515625,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0
2023-11-09,19,280.154541015625,10564.0,99811.25,0.975058138370514,6.337096154689789,-2.998199462890625,2.121180534362793,1.560546875,0.0,0.0,0.9951171875,0.99609375,0.99658203125,0.99658203125,1.0,3.0
2023-11-09,20,280.131591796875,5803.767929077148,99758.1875,0.977612316608429,4.83110386133194,-2.122055053710937,2.366739273071289,0.828125,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0
2023-11-09,21,280.19384765625,8484.0,99716.1875,0.9818682670593262,3.566784393042326,-1.836040496826172,2.5590620040893555,0.0,0.0,-9.0,0.99951171875,1.0,1.0,1.0,-9.0,0.0
2023-11-09,22,280.32177734375,5627.597900390625,99682.0,0.9778521060943604,3.12508013099432,-0.9629287719726562,2.8838510513305664,0.025390625,0.0,-9.0,1.0,1.0,1.0,1.0,-9.0,0.0
2023-11-09,23,280.30712890625,19700.401611328125,99670.375,0.986842393875122,3.087299570441246,-0.9845218658447266,2.529888153076172,0.0,0.0,-9.0,1.0,1.0,0.99951171875,0.99951171875,-9.0,0.0
2023-11-10,0,280.2657775878906,42189.07392883301,99623.875,0.985647976398468,2.8921044804155827,-0.7271337509155273,1.8281517028808596,0.0,0.0,-9.0,0.99951171875,0.99853515625,0.998046875,0.998046875,-9.0,0.0
2023-11-10,1,280.281494140625,43812.0,99591.125,0.9833571314811708,2.060137752443552,-0.7301111221313477,1.645639419555664,0.0,0.0,-9.0,0.9990234375,0.99755859375,0.99755859375,0.99755859375,-9.0,0.0
2023-11-10,2,280.254150390625,46387.33547973633,99578.125,0.9819926619529724,1.9655588530004025,-0.6751708984375,1.302265167236328,0.0,0.0,-9.0,1.0,1.0,1.0,1.0,-9.0,0.0
2023-11-10,3,280.252197265625,18708.74546813965,99550.875,0.9819462299346924,1.949969481676817,-0.64068603515625,1.290919303894043,0.0185546875,0.0,-9.0,1.0,1.0,1.0,1.0,-9.0,0.0
2023-11-10,4,280.201416015625,20559.281616210938,99528.5,0.9792550206184388,2.319738280028105,-0.627838134765625,1.2286691665649414,0.0,0.0,-9.0,1.0,1.0,1.0,1.0,-9.0,0.0
2023-11-10,5,280.21630859375,14294.74754333496,99510.9375,0.9803391695022584,1.825768392533064,-0.987152099609375,0.9033489227294922,0.0,0.0,-9.0,1.0,1.0,1.0,1.0,-9.0,0.0
2023-11-10,6,280.426513671875,15938.381088256836,99514.625,0.990829586982727,2.002304293215275,-1.417750358581543,0.4637956619262695,0.0,0.0,-9.0,1.0,0.9990234375,0.99951171875,0.99951171875,-9.0,0.0
2023-11-10,7,280.525390625,7518.557312011719,99527.4375,0.9954938888549804,2.0936878621578217,-1.3278312683105469,0.2536993026733398,0.0,0.0,-9.0,1.0,0.99951171875,0.99853515625,0.99853515625,-9.0,0.0
2023-11-10,8,280.67919921875,2806.2769775390625,99553.0,0.9929757118225098,2.487373650074005,-1.3899049758911133,0.443267822265625,0.0,0.0,-9.0,0.99658203125,1.0,0.998046875,0.998046875,-9.0,0.0
2023-11-10,9,280.908447265625,4777.134521484375,99561.3125,0.9917870759963988,2.524625062942505,-1.3456344604492188,0.5668582916259766,0.017578125,0.0,-9.0,1.0,1.0,1.0,1.0,-9.0,0.0
2023-11-10,10,281.235595703125,6372.489715576172,99567.1875,0.9937140345573424,2.9631389379501343,-1.127486228942871,1.0310602188110352,0.021484375,0.0,-9.0,1.0,0.9990234375,1.0,1.0,-9.0,0.0
2023-11-10,11,281.343017578125,4603.799957275391,99567.8125,0.9896502494812012,2.6318362951278687,-0.6427860260009766,0.6271181106567383,0.046875,0.0,-9.0,1.0,1.0,1.0,1.0,-9.0,0.0
2023-11-10,12,281.444091796875,68349.30688476562,99563.9375,0.9826769828796388,2.876659333705902,-0.3302736282348633,1.0765953063964844,0.009765625,0.0,-9.0,0.986328125,0.9892578125,0.99072265625,0.99072265625,-9.0,0.0
2023-11-10,13,281.484375,48787.58276367188,99587.5625,0.9698325395584106,3.457697808742523,-0.2460660934448242,1.7730932235717771,0.0,0.0,-9.0,1.0,0.998046875,0.99951171875,0.99951171875,-9.0,0.0
2023-11-10,14,281.1783905029297,19041.36572265625,99604.9375,0.9656439423561096,3.5649582743644714,-0.1617374420166015,1.5346612930297852,0.0,0.0,-9.0,1.0,1.0,1.0,1.0,-9.0,0.0
2023-11-10,15,280.77293395996094,51040.39306640625,99651.6875,0.9594863057136536,3.678454160690308,-0.5315799713134766,2.219345092773437,0.0,0.0,-9.0,1.0,1.0,1.0,1.0,-9.0,0.0
2023-11-10,16,280.33665466308594,78802.04321289062,99691.9375,0.9459985494613647,4.113486886024475,-0.3786993026733398,2.476531982421875,0.0,0.0,-9.0,0.96142578125,0.96435546875,0.9658203125,0.9658203125,-9.0,0.0
2023-11-10,17,279.52882385253906,65593.19500732422,99728.75,0.9269986748695374,5.026640806347132,-0.4448490142822265,2.232818603515625,0.0,0.0,-9.0,0.98046875,0.0,0.98388671875,0.98388671875,-9.0,0.0
2023-11-10,18,278.8830261230469,31869.927734375,99771.1875,0.9512826800346376,2.749551460146904,-0.7977972030639648,1.6503448486328125,0.0,0.0,-9.0,0.9580078125,0.0,0.96044921875,0.96044921875,-9.0,0.0
2023-11-10,19,278.1382293701172,27356.020065307617,99793.6875,0.993473470211029,2.385959468781948,-0.8620586395263672,1.3571891784667969,0.0,0.0,-9.0,0.76318359375,0.0,0.73291015625,0.0,-9.0,0.0
2023-11-10,20,278.1844482421875,11302.436920166016,99826.6875,0.9837573766708374,2.2756304144859314,-0.7726612091064453,1.019953727722168,0.0,0.0,-9.0,0.89794921875,0.88330078125,0.8828125,0.0,-9.0,0.0
2023-11-10,21,278.6603698730469,6876.690673828125,99841.8125,0.972543239593506,2.0211300253868103,-0.9333209991455078,0.4880523681640625,0.0,0.0,-9.0,0.9970703125,0.9990234375,0.99853515625,0.0,-9.0,0.0
2023-11-10,22,278.79148864746094,7860.736099243164,99850.625,0.9840145707130432,2.5761354565620422,-1.126726150512695,0.7280044555664062,0.0,0.0,-9.0,0.9716796875,0.96875,0.9697265625,0.9697265625,-9.0,0.0
2023-11-10,23,278.73045349121094,13932.831497192385,99874.625,0.98542982339859,2.867333881556988,-1.276968002319336,1.5420236587524414,0.0,0.0,-9.0,0.97998046875,0.9892578125,0.9921875,0.9921875,-9.0,0.0
2023-11-11,0,278.7477264404297,13963.023010253906,99903.75,0.981197953224182,2.2350302934646606,-1.141739845275879,0.6658143997192383,0.0,0.0,-9.0,0.94287109375,0.912109375,0.0,0.0,-9.0,0.0
2023-11-11,1,278.31109619140625,15653.691955566406,99926.4375,0.988064467906952,2.161496803164482,-1.1413688659667969,0.7166748046875,0.0,0.0,-9.0,0.6669921875,0.66650390625,0.0,0.0,-9.0,0.0
2023-11-11,2,278.1778564453125,13892.0,99955.4375,0.9857637882232666,1.8434295766055584,-1.148393630981445,0.8518829345703125,0.0,0.0,-9.0,0.9677734375,0.9423828125,0.943359375,0.0,-9.0,0.0
2023-11-11,3,278.0704040527344,18399.58575439453,99975.4375,0.9881490468978882,1.8438264206051824,-1.187699317932129,0.1533203125,0.0,0.0,-9.0,1.0,1.0,1.0,0.0,-9.0,0.0
2023-11-11,4,278.18101501464844,26919.289474487305,100004.5,0.986522138118744,2.3125,-1.4275808334350586,0.145721435546875,0.0,0.0,-9.0,1.0,1.0,1.0,0.0,-9.0,0.0
